% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
459	1	10	11	0	28	2196	0	1	0
460	1	1	12	0	28	2196	0	1	0
461	1	5	15	0	28	2196	0	1	0
462	1	8	16	0	28	2196	0	1	0
463	1	6	1	0	28	2196	0	1	0
464	1	3	2	0	28	2196	0	1	0
465	1	4	3	0	28	2196	0	1	0
466	1	9	4	0	28	2196	0	1	0
467	1	7	9	0	28	2196	0	1	0
468	1	2	10	0	28	2196	0	1	0
469	1	10	11	0	28	2196	0	1	0
470	1	1	12	0	28	2196	0	1	0
471	1	5	15	0	28	2196	0	1	0
472	1	8	16	0	28	2196	0	1	0
473	1	6	1	0	28	2196	0	1	0
474	1	3	2	0	28	2196	0	1	0
475	1	4	3	0	28	2196	0	1	0
476	1	9	4	0	28	2196	0	1	0
477	1	7	9	0	28	2196	0	1	0
478	1	2	10	0	28	2196	0	1	0
479	1	10	11	0	28	2196	0	1	0
480	1	1	12	0	28	2196	0	1	0
481	1	5	15	0	28	2196	0	1	0
482	1	8	16	0	28	2196	0	1	0
483	1	6	1	0	28	2196	0	1	0
484	1	3	2	0	28	2196	0	1	0
485	1	4	3	0	28	2196	0	1	0
486	1	9	4	0	28	2196	0	1	0
487	1	7	9	0	28	2196	0	1	0
488	1	2	10	0	28	2196	0	1	0
489	1	10	11	0	28	2196	0	1	0
490	1	1	12	0	28	2196	0	1	0
491	1	5	15	0	28	2196	0	1	0
492	1	8	16	0	28	2196	0	1	0
493	1	6	1	0	28	2196	0	1	0
494	1	3	2	0	28	2196	0	1	0
495	1	4	3	0	28	2196	0	1	0
496	1	9	4	0	28	2196	0	1	0
497	1	7	9	0	28	2196	0	1	0
498	1	2	10	0	28	2196	0	1	0
499	1	10	11	0	28	2196	0	1	0
500	1	1	12	0	28	2196	0	1	0
501	1	5	15	0	28	2196	0	1	0
502	1	8	16	0	28	2196	0	1	0
503	1	6	1	0	28	2196	0	1	0
504	1	3	2	0	28	2196	0	1	0
505	1	4	3	0	28	2196	0	1	0
506	1	9	4	0	28	2196	0	1	0
507	1	7	9	0	28	2196	0	1	0
508	1	2	10	0	28	2196	0	1	0
509	1	10	11	0	28	2196	0	1	0
510	1	1	12	0	28	2196	0	1	0
511	1	5	15	0	28	2196	0	1	0
512	1	8	16	0	28	2196	0	1	0
513	1	6	1	0	28	2196	0	1	0
514	1	3	2	0	28	2196	0	1	0
515	1	4	3	0	28	2196	0	1	0
516	1	9	4	0	28	2196	0	1	0
517	1	7	9	0	28	2196	0	1	0
518	1	2	10	0	28	2196	0	1	0
519	1	10	11	0	28	2196	0	1	0
520	1	1	12	0	28	2196	0	1	0
521	1	5	15	0	28	2196	0	1	0
522	1	8	16	0	28	2196	0	1	0
523	1	6	1	0	28	2196	0	1	0
524	1	3	2	0	28	2196	0	1	0
525	1	4	3	0	28	2196	0	1	0
526	1	9	4	0	28	2196	0	1	0
527	1	7	9	0	28	2196	0	1	0
528	1	2	10	0	28	2196	0	1	0
529	1	10	11	0	28	2196	0	1	0
530	1	1	12	0	28	2196	0	1	0
531	1	5	15	0	28	2196	0	1	0
532	1	8	16	0	28	2196	0	1	0
533	1	6	1	0	28	2196	0	1	0
534	1	3	2	0	28	2196	0	1	0
535	1	4	3	0	28	2196	0	1	0
536	1	9	4	0	28	2196	0	1	0
537	1	7	9	0	28	2196	0	1	0
538	1	2	10	0	28	2196	0	1	0
539	1	10	11	0	28	2196	0	1	0
540	1	1	12	0	28	2196	0	1	0
541	1	5	15	0	28	2196	0	1	0
542	1	8	16	0	28	2196	0	1	0
543	1	6	1	0	28	2196	0	1	0
544	1	3	2	0	28	2196	0	1	0
545	1	4	3	0	28	2196	0	1	0
546	1	9	4	0	28	2196	0	1	0
547	1	7	9	0	28	2196	0	1	0
548	1	2	10	0	28	2196	0	1	0
549	1	10	11	0	28	2196	0	1	0
550	1	1	12	0	28	2196	0	1	0
551	1	5	15	0	28	2196	0	1	0
552	1	8	16	0	28	2196	0	1	0
553	1	6	1	0	28	2196	0	1	0
554	1	3	2	0	28	2196	0	1	0
555	1	4	3	0	28	2196	0	1	0
556	1	9	4	0	28	2196	0	1	0
557	1	7	9	0	28	2196	0	1	0
558	1	2	10	0	28	2196	0	1	0
559	1	10	11	0	28	2196	0	1	0
560	1	1	12	0	28	2196	0	1	0
561	1	5	15	0	28	2196	0	1	0
562	1	8	16	0	28	2196	0	1	0
563	1	6	1	0	28	2196	0	1	0
564	1	3	2	0	28	2196	0	1	0
565	1	4	3	0	28	2196	0	1	0
566	1	9	4	0	28	2196	0	1	0
567	1	7	9	0	28	2196	0	1	0
568	1	2	10	0	28	2196	0	1	0
569	1	10	11	0	28	2196	0	1	0
570	1	1	12	0	28	2196	0	1	0
571	1	5	15	0	28	2196	0	1	0
572	1	8	16	0	28	2196	0	1	0
573	1	6	1	0	28	2196	0	1	0
574	1	3	2	0	28	2196	0	1	0
575	1	4	3	0	28	2196	0	1	0
576	1	9	4	0	28	2196	0	1	0
577	1	7	9	0	28	2196	0	1	0
578	1	2	10	0	28	2196	0	1	0
579	1	10	11	0	28	2196	0	1	0
580	1	1	12	0	28	2196	0	1	0
581	1	5	15	0	28	2196	0	1	0
582	1	8	16	0	28	2196	0	1	0
583	1	6	1	0	28	2196	0	1	0
584	1	3	2	0	28	2196	0	1	0
585	1	4	3	0	28	2196	0	1	0
586	1	9	4	0	28	2196	0	1	0
587	1	7	9	0	28	2196	0	1	0
588	1	2	10	0	28	2196	0	1	0
589	1	10	11	0	28	2196	0	1	0
590	1	1	12	0	28	2196	0	1	0
591	1	5	15	0	28	2196	0	1	0
592	1	8	16	0	28	2196	0	1	0
593	1	6	1	0	28	2196	0	1	0
594	1	3	2	0	28	2196	0	1	0
595	1	4	3	0	28	2196	0	1	0
596	1	9	4	0	28	2196	0	1	0
597	1	7	9	0	28	2196	0	1	0
598	1	2	10	0	28	2196	0	1	0
599	1	10	11	0	28	2196	0	1	0
600	1	1	12	0	28	2196	0	1	0
601	1	5	15	0	28	2196	0	1	0
602	1	8	16	0	28	2196	0	1	0
603	1	6	1	0	28	2196	0	1	0
604	1	3	2	0	28	2196	0	1	0
605	1	4	3	0	28	2196	0	1	0
606	1	9	4	0	28	2196	0	1	0
607	1	7	9	0	28	2196	0	1	0
608	1	2	10	0	28	2196	0	1	0
609	1	10	11	0	28	2196	0	1	0
610	1	1	12	0	28	2196	0	1	0
611	1	5	15	0	28	2196	0	1	0
612	1	8	16	0	28	2196	0	1	0
613	1	6	1	0	28	2196	0	1	0
614	1	3	2	0	28	2196	0	1	0
615	1	4	3	0	28	2196	0	1	0
616	1	9	4	0	28	2196	0	1	0
617	1	7	9	0	28	2196	0	1	0
618	1	2	10	0	28	2196	0	1	0
619	1	10	11	0	28	2196	0	1	0
620	1	1	12	0	28	2196	0	1	0
621	1	5	15	0	28	2196	0	1	0
622	1	8	16	0	28	2196	0	1	0
623	1	6	1	0	28	2196	0	1	0
624	1	3	2	0	28	2196	0	1	0
625	1	4	3	0	28	2196	0	1	0
626	1	9	4	0	28	2196	0	1	0
627	1	7	9	0	28	2196	0	1	0
628	1	2	10	0	28	2196	0	1	0
629	1	10	11	0	28	2196	0	1	0
630	1	1	12	0	28	2196	0	1	0
631	1	5	15	0	28	2196	0	1	0
632	1	8	16	0	28	2196	0	1	0
633	1	6	1	0	28	2196	0	1	0
634	1	3	2	0	28	2196	0	1	0
635	1	4	3	0	28	2196	0	1	0
636	1	9	4	0	28	2196	0	1	0
637	1	7	9	0	28	2196	0	1	0
638	1	2	10	0	28	2196	0	1	0
639	1	10	11	0	28	2196	0	1	0
640	1	1	12	0	28	2196	0	1	0
641	1	5	15	0	28	2196	0	1	0
642	1	8	16	0	28	2196	0	1	0
643	1	6	1	0	28	2196	0	1	0
644	1	3	2	0	28	2196	0	1	0
645	1	4	3	0	28	2196	0	1	0
646	1	9	4	0	28	2196	0	1	0
647	1	7	9	0	28	2196	0	1	0
648	1	2	10	0	28	2196	0	1	0
649	1	10	11	0	28	2196	0	1	0
650	1	1	12	0	28	2196	0	1	0
651	1	5	15	0	28	2196	0	1	0
652	1	8	16	0	28	2196	0	1	0
653	1	6	1	0	28	2196	0	1	0
654	1	3	2	0	28	2196	0	1	0
655	1	4	3	0	28	2196	0	1	0
656	1	9	4	0	28	2196	0	1	0
657	1	7	9	0	28	2196	0	1	0
658	1	2	10	0	28	2196	0	1	0
659	1	10	11	0	28	2196	0	1	0
660	1	1	12	0	28	2196	0	1	0
661	1	5	15	0	28	2196	0	1	0
662	1	8	16	0	28	2196	0	1	0
663	1	6	1	0	28	2196	0	1	0
664	1	3	2	0	28	2196	0	1	0
665	1	4	3	0	28	2196	0	1	0
666	1	9	4	0	28	2196	0	1	0
667	1	7	9	0	28	2196	0	1	0
668	1	2	10	0	28	2196	0	1	0
669	1	10	11	0	28	2196	0	1	0
670	1	1	12	0	28	2196	0	1	0
671	1	5	15	0	28	2196	0	1	0
672	1	8	16	0	28	2196	0	1	0
673	1	6	1	0	28	2196	0	1	0
674	1	3	2	0	28	2196	0	1	0
675	1	4	3	0	28	2196	0	1	0
676	1	9	4	0	28	2196	0	1	0
677	1	7	9	0	28	2196	0	1	0
678	1	2	10	0	28	2196	0	1	0
679	1	10	11	0	28	2196	0	1	0
680	1	1	12	0	28	2196	0	1	0
681	1	5	15	0	28	2196	0	1	0
682	1	8	16	0	28	2196	0	1	0
683	1	6	1	0	28	2196	0	1	0
684	1	3	2	0	28	2196	0	1	0
685	1	4	3	0	28	2196	0	1	0
686	1	9	4	0	28	2196	0	1	0
687	1	7	9	0	28	2196	0	1	0
688	1	2	10	0	28	2196	0	1	0
689	1	10	11	0	28	2196	0	1	0
690	1	1	12	0	28	2196	0	1	0
691	1	5	15	0	28	2196	0	1	0
692	1	8	16	0	28	2196	0	1	0
693	1	6	1	0	28	2196	0	1	0
694	1	3	2	0	28	2196	0	1	0
695	1	4	3	0	28	2196	0	1	0
696	1	9	4	0	28	2196	0	1	0
697	1	7	9	0	28	2196	0	1	0
698	1	2	10	0	28	2196	0	1	0
699	1	10	11	0	28	2196	0	1	0
700	1	1	12	0	28	2196	0	1	0
701	1	5	15	0	28	2196	0	1	0
702	1	8	16	0	28	2196	0	1	0
703	1	6	1	0	28	2196	0	1	0
704	1	3	2	0	28	2196	0	1	0
705	1	4	3	0	28	2196	0	1	0
706	1	9	4	0	28	2196	0	1	0
707	1	7	9	0	28	2196	0	1	0
708	1	2	10	0	28	2196	0	1	0
709	1	10	11	0	28	2196	0	1	0
710	1	1	12	0	28	2196	0	1	0
711	1	5	15	0	28	2196	0	1	0
712	1	8	16	0	28	2196	0	1	0
713	1	6	1	0	28	2196	0	1	0
714	1	3	2	0	28	2196	0	1	0
715	1	4	3	0	28	2196	0	1	0
716	1	9	4	0	28	2196	0	1	0
717	1	7	9	0	28	2196	0	1	0
718	1	2	10	0	28	2196	0	1	0
719	1	10	11	0	28	2196	0	1	0
720	1	1	12	0	28	2196	0	1	0
721	1	5	15	0	28	2196	0	1	0
722	1	8	16	0	28	2196	0	1	0
723	1	6	1	0	28	2196	0	1	0
724	1	3	2	0	28	2196	0	1	0
725	1	4	3	0	28	2196	0	1	0
726	1	9	4	0	28	2196	0	1	0
727	1	7	9	0	28	2196	0	1	0
728	1	2	10	0	28	2196	0	1	0
729	1	10	11	0	28	2196	0	1	0
730	1	1	12	0	28	2196	0	1	0
731	1	5	15	0	28	2196	0	1	0
732	1	8	16	0	28	2196	0	1	0
733	1	6	1	0	28	2196	0	1	0
734	1	3	2	0	28	2196	0	1	0
735	1	4	3	0	28	2196	0	1	0
736	1	9	4	0	28	2196	0	1	0
737	1	7	9	0	28	2196	0	1	0
738	1	2	10	0	28	2196	0	1	0
739	1	10	11	0	28	2196	0	1	0
740	1	1	12	0	28	2196	0	1	0
741	1	5	15	0	28	2196	0	1	0
742	1	8	16	0	28	2196	0	1	0
743	1	6	1	0	28	2196	0	1	0
744	1	3	2	0	28	2196	0	1	0
745	1	4	3	0	28	2196	0	1	0
746	1	9	4	0	28	2196	0	1	0
747	1	7	9	0	28	2196	0	1	0
748	1	2	10	0	28	2196	0	1	0
749	1	10	11	0	28	2196	0	1	0
750	1	1	12	0	28	2196	0	1	0
751	1	5	15	0	28	2196	0	1	0
752	1	8	16	0	28	2196	0	1	0
753	1	6	1	0	28	2196	0	1	0
754	1	3	2	0	28	2196	0	1	0
755	1	4	3	0	28	2196	0	1	0
756	1	9	4	0	28	2196	0	1	0
757	1	7	9	0	28	2196	0	1	0
758	1	2	10	0	28	2196	0	1	0
759	1	10	11	0	28	2196	0	1	0
760	1	1	12	0	28	2196	0	1	0
761	1	5	15	0	28	2196	0	1	0
762	1	8	16	0	28	2196	0	1	0
763	1	6	1	0	28	2196	0	1	0
764	1	3	2	0	28	2196	0	1	0
765	1	4	3	0	28	2196	0	1	0
766	1	9	4	0	28	2196	0	1	0
767	1	7	9	0	28	2196	0	1	0
768	1	2	10	0	28	2196	0	1	0
769	1	10	11	0	28	2196	0	1	0
770	1	1	12	0	28	2196	0	1	0
771	1	5	15	0	28	2196	0	1	0
772	1	8	16	0	28	2196	0	1	0
773	1	6	1	0	28	2196	0	1	0
774	1	3	2	0	28	2196	0	1	0
775	1	4	3	0	28	2196	0	1	0
776	1	9	4	0	28	2196	0	1	0
777	1	7	9	0	28	2196	0	1	0
778	1	2	10	0	28	2196	0	1	0
779	1	10	11	0	28	2196	0	1	0
780	1	1	12	0	28	2196	0	1	0
781	1	5	15	0	28	2196	0	1	0
782	1	8	16	0	28	2196	0	1	0
783	1	6	1	0	28	2196	0	1	0
784	1	3	2	0	28	2196	0	1	0
785	1	4	3	0	28	2196	0	1	0
786	1	9	4	0	28	2196	0	1	0
787	1	7	9	0	28	2196	0	1	0
788	1	2	10	0	28	2196	0	1	0
789	1	10	11	0	28	2196	0	1	0
790	1	1	12	0	28	2196	0	1	0
791	1	5	15	0	28	2196	0	1	0
792	1	8	16	0	28	2196	0	1	0
793	1	6	1	0	28	2196	0	1	0
794	1	3	2	0	28	2196	0	1	0
795	1	4	3	0	28	2196	0	1	0
796	1	9	4	0	28	2196	0	1	0
797	1	7	9	0	28	2196	0	1	0
798	1	2	10	0	28	2196	0	1	0
799	1	10	11	0	28	2196	0	1	0
800	1	1	12	0	28	2196	0	1	0
801	1	5	15	0	28	2196	0	1	0
802	1	8	16	0	28	2196	0	1	0
803	1	6	1	0	28	2196	0	1	0
804	1	3	2	0	28	2196	0	1	0
805	1	4	3	0	28	2196	0	1	0
806	1	9	4	0	28	2196	0	1	0
807	1	7	9	0	28	2196	0	1	0
808	1	2	10	0	28	2196	0	1	0
809	1	10	11	0	28	2196	0	1	0
810	1	1	12	0	28	2196	0	1	0
811	1	5	15	0	28	2196	0	1	0
812	1	8	16	0	28	2196	0	1	0
813	1	6	1	0	28	2196	0	1	0
814	1	3	2	0	28	2196	0	1	0
815	1	4	3	0	28	2196	0	1	0
816	1	9	4	0	28	2196	0	1	0
817	1	7	9	0	28	2196	0	1	0
818	1	2	10	0	28	2196	0	1	0
819	1	10	11	0	28	2196	0	1	0
820	1	1	12	0	28	2196	0	1	0
821	1	5	15	0	28	2196	0	1	0
822	1	8	16	0	28	2196	0	1	0
823	1	6	1	0	28	2196	0	1	0
824	1	3	2	0	28	2196	0	1	0
825	1	4	3	0	28	2196	0	1	0
826	1	9	4	0	28	2196	0	1	0
827	1	7	9	0	28	2196	0	1	0
828	1	2	10	0	28	2196	0	1	0
829	1	10	11	0	28	2196	0	1	0
830	1	1	12	0	28	2196	0	1	0
831	1	5	15	0	28	2196	0	1	0
832	1	8	16	0	28	2196	0	1	0
833	1	6	1	0	28	2196	0	1	0
834	1	3	2	0	28	2196	0	1	0
835	1	4	3	0	28	2196	0	1	0
836	1	9	4	0	28	2196	0	1	0
837	1	7	9	0	28	2196	0	1	0
838	1	2	10	0	28	2196	0	1	0
839	1	10	11	0	28	2196	0	1	0
840	1	1	12	0	28	2196	0	1	0
841	1	5	15	0	28	2196	0	1	0
842	1	8	16	0	28	2196	0	1	0
843	1	6	1	0	28	2196	0	1	0
844	1	3	2	0	28	2196	0	1	0
845	1	4	3	0	28	2196	0	1	0
846	1	9	4	0	28	2196	0	1	0
847	1	7	9	0	28	2196	0	1	0
848	1	2	10	0	28	2196	0	1	0
849	1	10	11	0	28	2196	0	1	0
850	1	1	12	0	28	2196	0	1	0
851	1	5	15	0	28	2196	0	1	0
852	1	8	16	0	28	2196	0	1	0
853	1	6	1	0	28	2196	0	1	0
854	1	3	2	0	28	2196	0	1	0
855	1	4	3	0	28	2196	0	1	0
856	1	9	4	0	28	2196	0	1	0
857	1	7	9	0	28	2196	0	1	0
858	1	2	10	0	28	2196	0	1	0
859	1	10	11	0	28	2196	0	1	0
860	1	1	12	0	28	2196	0	1	0
861	1	5	15	0	28	2196	0	1	0
862	1	8	16	0	28	2196	0	1	0
863	1	6	1	0	28	2196	0	1	0
864	1	3	2	0	28	2196	0	1	0
865	1	4	3	0	28	2196	0	1	0
866	1	9	4	0	28	2196	0	1	0
867	1	7	9	0	28	2196	0	1	0
868	1	2	10	0	28	2196	0	1	0
869	1	10	11	0	28	2196	0	1	0
870	1	1	12	0	28	2196	0	1	0
871	1	5	15	0	28	2196	0	1	0
872	1	8	16	0	28	2196	0	1	0
873	1	6	1	0	28	2196	0	1	0
874	1	3	2	0	28	2196	0	1	0
875	1	4	3	0	28	2196	0	1	0
876	1	9	4	0	28	2196	0	1	0
877	1	7	9	0	28	2196	0	1	0
878	1	2	10	0	28	2196	0	1	0
879	1	10	11	0	28	2196	0	1	0
880	1	1	12	0	28	2196	0	1	0
881	1	5	15	0	28	2196	0	1	0
882	1	8	16	0	28	2196	0	1	0
883	1	6	1	0	28	2196	0	1	0
884	1	3	2	0	28	2196	0	1	0
885	1	4	3	0	28	2196	0	1	0
886	1	9	4	0	28	2196	0	1	0
887	1	7	9	0	28	2196	0	1	0
888	1	2	10	0	28	2196	0	1	0
889	1	10	11	0	28	2196	0	1	0
890	1	1	12	0	28	2196	0	1	0
891	1	5	15	0	28	2196	0	1	0
892	1	8	16	0	28	2196	0	1	0
893	1	6	1	0	28	2196	0	1	0
894	1	3	2	0	28	2196	0	1	0
895	1	4	3	0	28	2196	0	1	0
896	1	9	4	0	28	2196	0	1	0
897	1	7	9	0	28	2196	0	1	0
898	1	2	10	0	28	2196	0	1	0
899	1	10	11	0	28	2196	0	1	0
900	1	1	12	0	28	2196	0	1	0
901	1	5	15	0	28	2196	0	1	0
